datetime,temp_heated,temp_out,temp_low,temp_high,moist_F,moist_V,moist_E,moist_true
2024-10-19 15:40:35+03:00,67.70,19.20,37.30,13.70,,,,
2024-10-19 15:40:37+03:00,67.30,19.00,37.70,14.40,,,,
2024-10-19 15:40:37.293000+03:00,,,,,165.75,157.65,182.25,
2024-10-19 15:40:38+03:00,68.00,20.00,37.20,13.40,,,,
2024-10-19 15:40:38.973000+03:00,,,,,164.75,156.70,181.35,
2024-10-19 15:40:40+03:00,67.50,19.40,37.80,13.70,,,,
2024-10-19 15:40:40.688000+03:00,,,,,165.50,157.65,182.75,
2024-10-19 15:40:42+03:00,66.90,19.10,39.70,13.80,,,,
2024-10-19 15:40:42.388000+03:00,,,,,165.65,157.65,182.45,
2024-10-19 15:40:43+03:00,67.60,19.10,37.60,13.30,,,,
2024-10-19 15:40:44.053000+03:00,,,,,165.70,157.30,181.80,
2024-10-19 15:40:45+03:00,67.40,19.10,37.80,13.80,,,,
2024-10-19 15:40:45.768000+03:00,,,,,166.65,157.95,182.10,
2024-10-19 15:40:47+03:00,67.70,18.90,37.90,14.10,,,,
2024-10-19 15:40:47.483000+03:00,,,,,165.70,157.30,182.20,
2024-10-19 15:40:48+03:00,67.70,19.20,37.90,13.80,,,,
2024-10-19 15:40:49.143000+03:00,,,,,163.95,156.40,181.75,
2024-10-19 15:40:50+03:00,67.30,19.00,38.60,13.70,,,,
2024-10-19 15:40:50.843000+03:00,,,,,154.40,148.90,181.00,
2024-10-19 15:40:52+03:00,68.00,20.00,37.70,14.10,,,,
2024-10-19 15:40:52.558000+03:00,,,,,165.10,156.70,181.25,
2024-10-19 15:40:54+03:00,67.40,18.90,37.60,13.60,,,,
2024-10-19 15:40:54.238000+03:00,,,,,164.80,156.40,180.35,
2024-10-19 15:40:55+03:00,67.50,19.60,37.90,14.20,,,,
2024-10-19 15:40:55.943000+03:00,,,,,164.55,156.40,180.70,
2024-10-19 15:40:57+03:00,67.80,19.40,38.00,14.10,,,,
2024-10-19 15:40:57.643000+03:00,,,,,165.45,156.70,181.00,
2024-10-19 15:40:59+03:00,67.60,19.00,37.70,14.20,,,,
2024-10-19 15:40:59.323000+03:00,,,,,164.95,156.05,179.95,
2024-10-19 15:41:00+03:00,71.60,21.10,38.00,14.10,,,,
2024-10-19 15:41:01.018000+03:00,,,,,164.05,155.45,179.55,
2024-10-19 15:41:02+03:00,68.00,19.20,38.00,13.70,,,,
2024-10-19 15:41:02.738000+03:00,,,,,164.60,155.75,179.35,
2024-10-19 15:41:04+03:00,68.50,19.50,37.80,15.00,,,,
2024-10-19 15:41:04.413000+03:00,,,,,164.35,155.75,179.50,
2024-10-19 15:41:05+03:00,67.90,19.40,37.90,14.40,,,,
2024-10-19 15:41:06.103000+03:00,,,,,163.55,155.45,179.90,
2024-10-19 15:41:07+03:00,68.00,19.50,37.70,14.10,,,,
2024-10-19 15:41:07.818000+03:00,,,,,163.85,155.45,179.45,
2024-10-19 15:41:09+03:00,67.90,19.70,37.90,15.80,,,,
2024-10-19 15:41:09.498000+03:00,,,,,160.25,153.60,178.65,
2024-10-19 15:41:11+03:00,67.40,19.70,37.60,13.70,,,,
2024-10-19 15:41:11.198000+03:00,,,,,163.30,154.85,178.90,
2024-10-19 15:41:12+03:00,68.20,19.70,37.70,14.10,,,,
2024-10-19 15:41:12.893000+03:00,,,,,162.35,154.20,178.00,
2024-10-19 15:41:14+03:00,67.50,19.50,37.30,14.10,,,,
2024-10-19 15:41:14.558000+03:00,,,,,163.15,154.50,178.30,
2024-10-19 15:41:16+03:00,67.50,19.90,38.00,14.30,,,,
2024-10-19 15:41:16.263000+03:00,,,,,162.45,154.50,178.45,
2024-10-19 15:41:17+03:00,68.00,19.70,43.70,16.00,,,,
2024-10-19 15:41:17.978000+03:00,,,,,162.20,153.90,177.75,
2024-10-19 15:41:19+03:00,67.70,19.50,38.60,14.30,,,,
2024-10-19 15:41:19.638000+03:00,,,,,162.45,154.20,178.35,
2024-10-19 15:41:21+03:00,68.50,19.40,37.40,14.00,,,,
2024-10-19 15:41:21.358000+03:00,,,,,162.60,154.20,177.70,
2024-10-19 15:41:22+03:00,67.30,19.30,37.60,14.30,,,,
2024-10-19 15:41:23.088000+03:00,,,,,161.05,152.95,176.65,
2024-10-19 15:41:24+03:00,68.90,19.50,37.80,14.80,,,,
2024-10-19 15:41:24.768000+03:00,,,,,163.95,154.85,177.90,
2024-10-19 15:41:26+03:00,67.70,19.30,37.90,14.20,,,,
2024-10-19 15:41:26.483000+03:00,,,,,162.90,154.20,177.50,
2024-10-19 15:41:28+03:00,68.10,19.80,37.90,14.20,,,,
2024-10-19 15:41:28.163000+03:00,,,,,160.80,152.65,176.20,
2024-10-19 15:41:29+03:00,67.60,19.90,38.50,14.80,,,,
2024-10-19 15:41:29.827000+03:00,,,,,162.05,153.60,176.85,
2024-10-19 15:41:31+03:00,67.50,19.70,37.50,14.80,,,,
2024-10-19 15:41:31.523000+03:00,,,,,161.85,153.30,176.70,
2024-10-19 15:41:33+03:00,67.90,19.90,37.50,14.90,,,,
2024-10-19 15:41:33.188000+03:00,,,,,159.60,152.35,176.55,
2024-10-19 15:41:34+03:00,70.00,20.90,37.70,14.60,,,,
2024-10-19 15:41:34.883000+03:00,,,,,160.60,152.65,176.05,
2024-10-19 15:41:36+03:00,67.70,19.40,37.20,14.30,,,,
2024-10-19 15:41:36.608000+03:00,,,,,158.90,151.10,174.50,
2024-10-19 15:41:38+03:00,67.50,19.30,36.90,14.60,,,,
2024-10-19 15:41:38.268000+03:00,,,,,160.45,152.35,175.45,
2024-10-19 15:41:39+03:00,68.00,19.60,37.30,13.90,,,,
2024-10-19 15:41:39.958000+03:00,,,,,160.35,151.75,174.65,
2024-10-19 15:41:41+03:00,67.50,19.50,36.70,14.40,,,,
2024-10-19 15:41:41.650000+03:00,,,,,160.50,152.35,175.50,
2024-10-19 15:41:43+03:00,67.30,19.40,37.60,14.60,,,,
2024-10-19 15:41:43.318000+03:00,,,,,160.40,152.35,175.80,
2024-10-19 15:41:44+03:00,67.90,19.60,36.60,14.20,,,,
2024-10-19 15:41:44.998000+03:00,,,,,160.75,152.35,175.25,
2024-10-19 15:41:46+03:00,67.60,19.30,36.80,14.50,,,,
2024-10-19 15:41:46.688000+03:00,,,,,159.55,151.75,175.40,
2024-10-19 15:41:48+03:00,67.20,18.70,36.60,14.40,,,,
2024-10-19 15:41:48.408000+03:00,,,,,160.45,152.05,175.30,
2024-10-19 15:41:49+03:00,67.70,19.20,37.00,14.60,,,,
2024-10-19 15:41:50.088000+03:00,,,,,158.85,151.75,175.80,
2024-10-19 15:41:51+03:00,67.70,19.30,36.40,14.10,,,,
2024-10-19 15:41:51.763000+03:00,,,,,159.80,152.05,175.35,
2024-10-19 15:41:53+03:00,68.30,19.10,39.80,14.00,,,,
2024-10-19 15:41:53.428000+03:00,,,,,160.00,152.05,175.40,
2024-10-19 15:41:54+03:00,67.90,19.50,36.70,14.40,,,,
2024-10-19 15:41:55.133000+03:00,,,,,160.60,152.35,175.35,
2024-10-19 15:41:56+03:00,67.60,19.30,36.30,14.70,,,,
2024-10-19 15:41:56.803000+03:00,,,,,159.80,152.35,176.30,
2024-10-19 15:41:58+03:00,67.30,19.00,36.50,17.00,,,,
2024-10-19 15:41:58.474000+03:00,,,,,161.55,152.65,175.25,
2024-10-19 15:42:00+03:00,67.60,19.30,37.10,14.20,,,,
2024-10-19 15:42:00.178000+03:00,,,,,159.95,152.35,176.00,
2024-10-19 15:42:01+03:00,67.40,19.30,36.40,14.30,,,,
2024-10-19 15:42:01.873000+03:00,,,,,160.20,152.05,175.45,
2024-10-19 15:42:03+03:00,67.30,19.00,36.60,16.30,,,,
2024-10-19 15:42:03.558000+03:00,,,,,160.30,152.65,176.30,
2024-10-19 15:42:05+03:00,68.00,19.60,36.20,19.70,,,,
2024-10-19 15:42:05.253000+03:00,,,,,159.60,151.75,175.15,
2024-10-19 15:42:06+03:00,67.70,19.30,35.60,14.60,,,,
2024-10-19 15:42:06.953000+03:00,,,,,161.30,152.95,176.20,
2024-10-19 15:42:08+03:00,67.60,19.50,36.20,14.60,,,,
2024-10-19 15:42:08.663000+03:00,,,,,159.80,152.05,175.75,
2024-10-19 15:42:10+03:00,68.20,21.00,36.20,14.70,,,,
2024-10-19 15:42:10.363000+03:00,,,,,161.85,153.30,176.35,
2024-10-19 15:42:11+03:00,67.90,19.80,36.20,15.50,,,,
2024-10-19 15:42:12.062000+03:00,,,,,161.35,152.65,176.00,
2024-10-19 15:42:13+03:00,67.40,19.00,38.40,14.30,,,,
2024-10-19 15:42:13.778000+03:00,,,,,161.30,152.95,176.25,
2024-10-19 15:42:15+03:00,67.40,19.90,36.30,14.50,,,,
2024-10-19 15:42:15.488000+03:00,,,,,160.05,152.05,175.50,
2024-10-19 15:42:17+03:00,67.90,19.60,36.10,14.80,,,,
2024-10-19 15:42:17.193000+03:00,,,,,160.40,152.35,176.05,
2024-10-19 15:42:18+03:00,68.10,19.70,35.50,14.10,,,,
2024-10-19 15:42:18.873000+03:00,,,,,153.45,149.20,176.00,
2024-10-19 15:42:20+03:00,67.70,19.90,36.20,15.60,,,,
2024-10-19 15:42:20.563000+03:00,,,,,160.60,152.35,175.80,
2024-10-19 15:42:22+03:00,67.80,19.80,37.10,18.00,,,,
2024-10-19 15:42:22.268000+03:00,,,,,159.15,152.05,176.00,
2024-10-19 15:42:23+03:00,68.10,19.80,35.50,14.70,,,,
2024-10-19 15:42:23.919000+03:00,,,,,161.95,152.95,176.10,
2024-10-19 15:42:25+03:00,68.20,19.20,35.40,14.20,,,,
2024-10-19 15:42:25.633000+03:00,,,,,160.90,153.30,177.55,
2024-10-19 15:42:27+03:00,67.50,19.60,35.80,14.80,,,,
2024-10-19 15:42:27.303000+03:00,,,,,161.60,153.30,177.00,
2024-10-19 15:42:28+03:00,67.70,19.60,35.60,14.50,,,,
2024-10-19 15:42:28.988000+03:00,,,,,161.70,153.60,177.05,
2024-10-19 15:42:30+03:00,67.60,19.60,35.40,14.80,,,,
2024-10-19 15:42:30.678000+03:00,,,,,161.05,153.30,177.25,
2024-10-19 15:42:32+03:00,67.80,19.30,35.30,14.80,,,,
2024-10-19 15:42:32.338000+03:00,,,,,161.00,152.95,176.60,
2024-10-19 15:42:33+03:00,68.40,19.60,35.50,15.00,,,,
2024-10-19 15:42:34.003000+03:00,,,,,160.95,153.30,177.05,
2024-10-19 15:42:35+03:00,67.40,19.90,35.30,16.10,,,,
2024-10-19 15:42:35.688000+03:00,,,,,159.90,153.30,178.00,
2024-10-19 15:42:37+03:00,67.70,19.90,35.00,19.80,,,,
2024-10-19 15:42:37.358000+03:00,,,,,161.10,153.30,177.45,
2024-10-19 15:42:38+03:00,67.80,19.90,36.20,14.50,,,,
2024-10-19 15:42:39.093000+03:00,,,,,162.60,153.60,176.75,
2024-10-19 15:42:40+03:00,68.10,20.30,36.50,14.80,,,,
2024-10-19 15:42:40.778000+03:00,,,,,161.00,153.60,178.25,
2024-10-19 15:42:42+03:00,67.80,19.90,35.00,14.70,,,,
2024-10-19 15:42:42.475000+03:00,,,,,162.15,154.20,178.00,
2024-10-19 15:42:44+03:00,68.50,20.20,34.70,15.00,,,,
2024-10-19 15:42:44.163000+03:00,,,,,161.80,154.20,178.45,
2024-10-19 15:42:45+03:00,69.10,19.60,34.50,14.60,,,,
2024-10-19 15:42:45.858000+03:00,,,,,162.90,154.50,178.30,
2024-10-19 15:42:47+03:00,67.70,20.10,34.70,15.20,,,,
2024-10-19 15:42:47.548000+03:00,,,,,162.60,154.50,178.70,
2024-10-19 15:42:49+03:00,68.00,20.10,35.00,15.60,,,,
2024-10-19 15:42:49.248000+03:00,,,,,162.55,154.50,178.35,
2024-10-19 15:42:50+03:00,67.50,20.40,35.00,14.50,,,,
2024-10-19 15:42:50.963000+03:00,,,,,163.70,155.15,178.90,
2024-10-19 15:42:52+03:00,71.10,19.80,34.60,14.90,,,,
2024-10-19 15:42:52.628000+03:00,,,,,163.25,154.85,178.45,
2024-10-19 15:42:54+03:00,67.50,20.00,34.60,15.10,,,,
2024-10-19 15:42:54.318000+03:00,,,,,164.55,155.15,178.50,
2024-10-19 15:42:55+03:00,67.80,19.90,34.70,15.00,,,,
2024-10-19 15:42:56.023000+03:00,,,,,163.10,155.15,179.80,
2024-10-19 15:42:57+03:00,67.70,22.90,34.70,15.80,,,,
2024-10-19 15:42:57.738000+03:00,,,,,163.80,155.45,179.70,
2024-10-19 15:42:59+03:00,68.10,19.80,34.70,15.30,,,,
2024-10-19 15:42:59.433000+03:00,,,,,164.90,156.05,179.65,
2024-10-19 15:43:00+03:00,68.40,20.00,35.50,15.00,,,,
2024-10-19 15:43:01.103000+03:00,,,,,164.00,155.75,179.75,
2024-10-19 15:43:02+03:00,68.60,19.80,34.30,15.20,,,,
2024-10-19 15:43:02.803000+03:00,,,,,162.10,154.50,179.20,
2024-10-19 15:43:04+03:00,67.40,19.90,34.20,14.50,,,,
2024-10-19 15:43:04.500000+03:00,,,,,157.40,152.65,180.25,
2024-10-19 15:43:06+03:00,68.50,19.90,34.70,14.20,,,,
2024-10-19 15:43:06.242000+03:00,,,,,163.95,156.05,180.75,
2024-10-19 15:43:07+03:00,67.80,19.80,34.90,14.80,,,,
2024-10-19 15:43:07.908000+03:00,,,,,164.85,156.40,180.70,
2024-10-19 15:43:09+03:00,67.80,19.60,34.80,15.00,,,,
2024-10-19 15:43:09.588000+03:00,,,,,164.30,155.75,179.90,
2024-10-19 15:43:11+03:00,67.70,19.80,34.50,15.10,,,,
2024-10-19 15:43:11.298000+03:00,,,,,165.10,157.00,181.50,
2024-10-19 15:43:12+03:00,67.50,19.90,34.80,14.80,,,,
2024-10-19 15:43:12.968000+03:00,,,,,164.25,156.05,180.80,
2024-10-19 15:43:14+03:00,68.60,19.50,34.30,15.20,,,,
2024-10-19 15:43:14.668000+03:00,,,,,166.05,157.30,181.40,
2024-10-19 15:43:16+03:00,67.60,20.10,35.00,15.60,,,,
2024-10-19 15:43:16.373000+03:00,,,,,165.35,156.70,180.80,
2024-10-19 15:43:17+03:00,67.50,19.80,35.10,15.20,,,,
2024-10-19 15:43:18.083000+03:00,,,,,164.40,156.05,180.65,
2024-10-19 15:43:19+03:00,67.70,19.80,34.70,15.50,,,,
2024-10-19 15:43:19.778000+03:00,,,,,164.25,156.05,180.75,
2024-10-19 15:43:21+03:00,68.50,19.60,34.80,15.00,,,,
2024-10-19 15:43:21.448000+03:00,,,,,164.95,157.30,182.30,
2024-10-19 15:43:22+03:00,67.50,19.60,35.30,15.00,,,,
2024-10-19 15:43:23.118000+03:00,,,,,163.70,156.05,180.85,
2024-10-19 15:43:24+03:00,67.70,19.70,34.80,14.60,,,,
2024-10-19 15:43:24.798000+03:00,,,,,164.40,156.40,180.80,
2024-10-19 15:43:26+03:00,68.00,20.10,34.80,15.00,,,,
2024-10-19 15:43:26.478000+03:00,,,,,166.95,157.95,181.90,
2024-10-19 15:43:28+03:00,67.50,22.00,34.90,14.50,,,,
2024-10-19 15:43:28.143000+03:00,,,,,165.15,156.40,180.55,
2024-10-19 15:43:29+03:00,67.70,19.80,35.10,15.30,,,,
2024-10-19 15:43:29.838000+03:00,,,,,165.60,157.65,182.40,
2024-10-19 15:43:31+03:00,68.00,20.10,35.00,14.70,,,,
2024-10-19 15:43:31.553000+03:00,,,,,165.05,157.00,181.65,
2024-10-19 15:43:33+03:00,68.10,20.00,35.30,14.90,,,,
2024-10-19 15:43:33.238000+03:00,,,,,164.70,157.00,181.85,
2024-10-19 15:43:34+03:00,67.70,19.60,34.40,15.10,,,,
2024-10-19 15:43:34.933000+03:00,,,,,165.65,157.30,181.70,
2024-10-19 15:43:36+03:00,68.30,21.60,36.50,15.50,,,,
2024-10-19 15:43:36.799000+03:00,,,,,165.85,157.30,181.80,
2024-10-19 15:43:38+03:00,67.50,19.70,34.70,14.80,,,,
2024-10-19 15:43:38.368000+03:00,,,,,165.95,157.00,181.30,
2024-10-19 15:43:39+03:00,68.10,20.10,34.70,15.00,,,,
2024-10-19 15:43:40.033000+03:00,,,,,166.60,157.95,182.40,
2024-10-19 15:43:41+03:00,67.70,19.80,34.80,15.10,,,,
2024-10-19 15:43:41.713000+03:00,,,,,166.25,157.30,181.70,
2024-10-19 15:43:43+03:00,67.20,19.60,34.50,15.00,,,,
2024-10-19 15:43:43.403000+03:00,,,,,166.15,157.00,181.20,
2024-10-19 15:43:44+03:00,68.10,19.20,35.10,14.60,,,,
2024-10-19 15:43:45.113000+03:00,,,,,165.50,157.00,181.40,
2024-10-19 15:43:46+03:00,68.40,19.90,34.50,14.60,,,,
2024-10-19 15:43:46.823000+03:00,,,,,165.95,157.65,182.35,
2024-10-19 15:43:48+03:00,68.00,19.40,34.70,15.30,,,,
2024-10-19 15:43:48.488000+03:00,,,,,166.25,158.25,183.35,
2024-10-19 15:43:50+03:00,68.10,20.10,34.80,15.10,,,,
2024-10-19 15:43:50.183000+03:00,,,,,167.50,158.55,183.00,
2024-10-19 15:43:51+03:00,67.40,19.30,34.80,15.70,,,,
2024-10-19 15:43:51.908000+03:00,,,,,165.55,157.65,182.50,
2024-10-19 15:43:53+03:00,67.50,19.10,35.20,15.20,,,,
2024-10-19 15:43:53.633000+03:00,,,,,167.70,158.90,183.30,
2024-10-19 15:43:55+03:00,67.60,19.90,34.70,14.70,,,,
2024-10-19 15:43:55.303000+03:00,,,,,167.60,158.25,182.40,
2024-10-19 15:43:56+03:00,67.50,19.50,34.80,15.20,,,,
2024-10-19 15:43:56.998000+03:00,,,,,166.15,158.25,183.60,
2024-10-19 15:43:58+03:00,68.20,19.70,34.60,14.90,,,,
2024-10-19 15:43:58.683000+03:00,,,,,167.10,158.25,182.85,
2024-10-19 15:44:00+03:00,67.80,19.70,34.60,14.80,,,,
2024-10-19 15:44:00.353000+03:00,,,,,166.15,157.95,183.10,
2024-10-19 15:44:01+03:00,68.00,19.40,35.20,15.40,,,,
2024-10-19 15:44:02.073000+03:00,,,,,166.80,158.25,182.95,
2024-10-19 15:44:03+03:00,70.50,19.70,34.80,14.80,,,,
2024-10-19 15:44:03.828000+03:00,,,,,165.75,157.95,182.85,
2024-10-19 15:44:05+03:00,68.30,20.40,36.20,15.60,,,,
2024-10-19 15:44:05.558000+03:00,,,,,160.55,155.45,183.40,
2024-10-19 15:44:07+03:00,67.50,19.60,34.60,15.10,,,,
2024-10-19 15:44:07.238000+03:00,,,,,167.20,158.25,182.45,
2024-10-19 15:44:08+03:00,67.70,19.80,34.90,15.70,,,,
2024-10-19 15:44:08.928000+03:00,,,,,167.60,158.90,183.30,
2024-10-19 15:44:10+03:00,67.40,19.30,34.60,15.50,,,,
2024-10-19 15:44:10.613000+03:00,,,,,167.45,158.55,182.70,
2024-10-19 15:44:12+03:00,67.20,19.60,34.50,15.60,,,,
2024-10-19 15:44:12.313000+03:00,,,,,167.55,158.90,183.60,
2024-10-19 15:44:13+03:00,67.90,18.70,34.50,15.60,,,,
2024-10-19 15:44:14.008000+03:00,,,,,166.40,158.25,183.50,
2024-10-19 15:44:15+03:00,67.80,19.90,35.20,15.60,,,,
2024-10-19 15:44:15.708000+03:00,,,,,167.15,158.55,183.60,
2024-10-19 15:44:17+03:00,68.20,20.70,34.50,15.60,,,,
2024-10-19 15:44:17.403000+03:00,,,,,166.95,157.95,182.35,
2024-10-19 15:44:18+03:00,67.60,19.40,34.50,15.30,,,,
2024-10-19 15:44:19.088000+03:00,,,,,166.30,158.25,183.45,
2024-10-19 15:44:20+03:00,67.70,19.60,34.50,15.30,,,,
2024-10-19 15:44:20.783000+03:00,,,,,167.40,158.55,183.35,
2024-10-19 15:44:22+03:00,67.70,19.40,35.50,18.90,,,,
2024-10-19 15:44:22.453000+03:00,,,,,167.10,158.25,182.75,
2024-10-19 15:44:24+03:00,67.30,19.60,34.60,15.80,,,,
2024-10-19 15:44:24.138000+03:00,,,,,156.00,151.10,183.35,
2024-10-19 15:44:25+03:00,67.50,19.90,34.80,15.50,,,,
2024-10-19 15:44:25.803000+03:00,,,,,166.15,157.95,183.10,
2024-10-19 15:44:27+03:00,67.40,19.70,34.80,15.50,,,,
2024-10-19 15:44:27.478000+03:00,,,,,166.90,158.25,182.85,
2024-10-19 15:44:29+03:00,67.50,19.60,34.80,15.40,,,,
2024-10-19 15:44:29.178000+03:00,,,,,166.45,158.25,183.00,
2024-10-19 15:44:30+03:00,67.60,19.80,34.70,15.50,,,,
2024-10-19 15:44:30.853000+03:00,,,,,165.65,157.95,183.10,
2024-10-19 15:44:32+03:00,67.90,19.60,34.70,15.50,,,,
2024-10-19 15:44:32.593000+03:00,,,,,167.05,158.25,182.85,
2024-10-19 15:44:34+03:00,67.30,19.00,34.90,15.90,,,,
2024-10-19 15:44:34.308000+03:00,,,,,167.70,158.90,183.15,
2024-10-19 15:44:35+03:00,67.40,19.30,34.20,15.60,,,,
2024-10-19 15:44:35.998000+03:00,,,,,166.60,157.95,182.40,
2024-10-19 15:44:37+03:00,67.50,19.50,34.40,15.80,,,,
2024-10-19 15:44:37.678000+03:00,,,,,166.80,158.25,182.70,
2024-10-19 15:44:39+03:00,68.10,20.00,34.60,15.40,,,,
2024-10-19 15:44:39.403000+03:00,,,,,167.05,158.25,182.40,
2024-10-19 15:44:40+03:00,67.10,19.50,34.70,15.60,,,,
2024-10-19 15:44:41.068000+03:00,,,,,166.20,157.95,182.80,
2024-10-19 15:44:42+03:00,67.60,19.70,34.50,15.50,,,,
2024-10-19 15:44:42.743000+03:00,,,,,166.75,157.95,182.30,
2024-10-19 15:44:44+03:00,67.90,19.30,34.60,16.10,,,,
2024-10-19 15:44:44.413000+03:00,,,,,166.05,157.65,182.40,
2024-10-19 15:44:45+03:00,67.40,19.90,34.70,15.40,,,,
2024-10-19 15:44:46.113000+03:00,,,,,167.25,158.55,183.45,
2024-10-19 15:44:47+03:00,67.40,20.20,34.90,15.60,,,,
2024-10-19 15:44:47.858000+03:00,,,,,166.45,158.25,183.45,
2024-10-19 15:44:49+03:00,67.30,22.30,35.00,15.80,,,,
2024-10-19 15:44:49.563000+03:00,,,,,165.95,157.95,182.95,
2024-10-19 15:44:51+03:00,67.70,19.50,34.70,15.70,,,,
2024-10-19 15:44:51.228000+03:00,,,,,165.95,157.95,183.25,
2024-10-19 15:44:52+03:00,67.30,19.60,35.10,16.00,,,,
2024-10-19 15:44:52.918000+03:00,,,,,210.85,137.85,183.80,
2024-10-19 15:44:54+03:00,67.80,19.60,37.20,15.80,,,,
2024-10-19 15:44:54.648000+03:00,,,,,168.40,159.80,185.00,
2024-10-19 15:44:56+03:00,67.80,19.70,35.00,15.70,,,,
2024-10-19 15:44:56.323000+03:00,,,,,167.05,158.90,183.80,
2024-10-19 15:44:57+03:00,68.30,19.90,34.60,15.50,,,,
2024-10-19 15:44:58.003000+03:00,,,,,168.15,159.50,184.10,
2024-10-19 15:44:59+03:00,67.30,19.50,36.40,15.80,,,,
2024-10-19 15:44:59.668000+03:00,,,,,167.25,159.20,184.35,
2024-10-19 15:45:00+03:00,,,,,,,,19.30
2024-10-19 15:45:01+03:00,67.40,19.40,34.70,15.70,,,,
2024-10-19 15:45:01.366000+03:00,,,,,167.45,159.20,184.15,
2024-10-19 15:45:02+03:00,67.30,19.60,35.10,16.30,,,,
2024-10-19 15:45:03.093000+03:00,,,,,166.70,158.90,184.50,
2024-10-19 15:45:04+03:00,67.80,19.60,34.90,15.80,,,,
2024-10-19 15:45:04.813000+03:00,,,,,166.35,158.55,183.95,
2024-10-19 15:45:06+03:00,67.50,19.50,35.10,16.30,,,,
2024-10-19 15:45:06.493000+03:00,,,,,167.00,158.55,183.75,
2024-10-19 15:45:08+03:00,67.80,19.50,35.50,15.80,,,,
2024-10-19 15:45:08.208000+03:00,,,,,168.45,159.50,184.40,
2024-10-19 15:45:09+03:00,68.00,19.80,35.30,16.00,,,,
2024-10-19 15:45:09.913000+03:00,,,,,167.20,159.20,184.60,
2024-10-19 15:45:11+03:00,67.60,19.50,34.60,15.50,,,,
2024-10-19 15:45:11.623000+03:00,,,,,168.00,159.50,184.30,
2024-10-19 15:45:13+03:00,67.70,19.20,34.80,16.70,,,,
2024-10-19 15:45:13.347000+03:00,,,,,167.75,159.50,184.90,
2024-10-19 15:45:14+03:00,67.90,19.80,34.60,15.80,,,,
2024-10-19 15:45:15.033000+03:00,,,,,169.95,160.75,185.20,
2024-10-19 15:45:16+03:00,68.30,19.80,34.80,16.10,,,,
2024-10-19 15:45:16.732000+03:00,,,,,169.95,160.45,184.85,
2024-10-19 15:45:18+03:00,68.20,24.20,35.30,16.10,,,,
2024-10-19 15:45:18.423000+03:00,,,,,168.85,159.80,184.65,
2024-10-19 15:45:19+03:00,68.40,19.70,34.90,15.80,,,,
2024-10-19 15:45:20.088000+03:00,,,,,169.80,160.75,185.35,
2024-10-19 15:45:21+03:00,67.80,19.80,35.40,16.20,,,,
2024-10-19 15:45:21.813000+03:00,,,,,168.35,159.80,184.60,
2024-10-19 15:45:23+03:00,68.40,19.60,34.70,15.90,,,,
2024-10-19 15:45:23.503000+03:00,,,,,168.25,159.80,184.65,
2024-10-19 15:45:25+03:00,68.70,20.70,35.10,15.30,,,,
2024-10-19 15:45:25.173000+03:00,,,,,168.80,160.15,185.05,
2024-10-19 15:45:26+03:00,67.70,19.60,34.80,15.40,,,,
2024-10-19 15:45:26.878000+03:00,,,,,168.35,159.80,184.90,
2024-10-19 15:45:28+03:00,68.10,19.40,34.50,16.00,,,,
2024-10-19 15:45:28.573000+03:00,,,,,168.55,160.15,185.30,
2024-10-19 15:45:30+03:00,67.70,19.50,34.60,15.40,,,,
2024-10-19 15:45:30.293000+03:00,,,,,167.80,159.50,184.60,
2024-10-19 15:45:31+03:00,68.00,19.90,35.00,15.60,,,,
2024-10-19 15:45:33+03:00,67.90,19.90,34.70,16.60,,,,
2024-10-19 15:45:33.658000+03:00,,,,,168.85,160.45,185.50,
2024-10-19 15:45:35+03:00,70.30,19.90,34.40,15.50,,,,
2024-10-19 15:45:35.358000+03:00,,,,,167.45,160.15,186.20,
2024-10-19 15:45:36+03:00,67.80,19.80,35.00,17.70,,,,
2024-10-19 15:45:37.043000+03:00,,,,,167.85,159.80,185.10,
2024-10-19 15:45:38+03:00,68.20,19.90,34.90,18.30,,,,
2024-10-19 15:45:38.718000+03:00,,,,,169.35,160.75,185.65,
2024-10-19 15:45:40+03:00,67.50,20.30,34.80,15.70,,,,
2024-10-19 15:45:40.403000+03:00,,,,,168.85,160.75,186.40,
2024-10-19 15:45:41+03:00,68.00,20.90,36.00,18.00,,,,
2024-10-19 15:45:42.068000+03:00,,,,,168.90,160.45,185.60,
2024-10-19 15:45:43+03:00,67.50,20.00,34.90,16.40,,,,
2024-10-19 15:45:43.855000+03:00,,,,,169.05,160.15,185.10,
2024-10-19 15:45:45+03:00,67.80,19.80,35.00,16.60,,,,
2024-10-19 15:45:45.423000+03:00,,,,,168.40,160.45,185.90,
2024-10-19 15:45:47+03:00,68.00,20.20,34.70,15.90,,,,
2024-10-19 15:45:47.133000+03:00,,,,,169.90,161.40,186.80,
2024-10-19 15:45:48+03:00,67.50,19.60,35.20,16.30,,,,
2024-10-19 15:45:48.863000+03:00,,,,,168.40,160.15,185.40,
2024-10-19 15:45:50+03:00,67.90,19.50,35.10,15.90,,,,
2024-10-19 15:45:50.563000+03:00,,,,,168.55,160.75,186.60,
2024-10-19 15:45:52+03:00,67.80,21.00,35.00,16.10,,,,
2024-10-19 15:45:52.248000+03:00,,,,,169.10,161.05,187.00,
2024-10-19 15:45:53+03:00,67.30,19.80,35.30,16.50,,,,
2024-10-19 15:45:53.938000+03:00,,,,,169.00,160.75,186.20,
