datetime,temp_heated,temp_out,temp_low,temp_high,moist_F,moist_V,moist_E,moist_true
2024-10-19 18:08:02.805000+03:00,,,,,153.85,145.75,166.95,
2024-10-19 18:08:04+03:00,64.50,20.40,40.00,27.40,,,,
2024-10-19 18:08:04.508000+03:00,,,,,154.05,146.40,168.05,
2024-10-19 18:08:06+03:00,64.40,20.30,40.00,29.00,,,,
2024-10-19 18:08:06.251000+03:00,,,,,154.75,146.70,168.50,
2024-10-19 18:08:07+03:00,64.70,20.80,40.10,27.70,,,,
2024-10-19 18:08:07.932000+03:00,,,,,154.30,146.70,169.00,
2024-10-19 18:08:09+03:00,64.50,20.80,40.30,28.00,,,,
2024-10-19 18:08:09.630000+03:00,,,,,153.45,145.45,166.65,
2024-10-19 18:08:11+03:00,64.20,20.90,40.30,27.40,,,,
2024-10-19 18:08:11.338000+03:00,,,,,154.90,147.00,168.80,
2024-10-19 18:08:12+03:00,63.90,20.40,40.00,27.40,,,,
2024-10-19 18:08:13.053000+03:00,,,,,155.15,147.00,168.80,
2024-10-19 18:08:14+03:00,64.80,20.90,40.70,28.10,,,,
2024-10-19 18:08:14.777000+03:00,,,,,154.20,146.40,168.30,
2024-10-19 18:08:16+03:00,64.10,20.90,40.50,27.70,,,,
2024-10-19 18:08:16.448000+03:00,,,,,153.40,145.45,166.90,
2024-10-19 18:08:17+03:00,64.10,20.80,40.30,28.00,,,,
2024-10-19 18:08:18.146000+03:00,,,,,155.15,146.70,168.15,
2024-10-19 18:08:19+03:00,64.30,21.00,41.10,31.50,,,,
2024-10-19 18:08:19.845000+03:00,,,,,153.35,145.75,167.50,
2024-10-19 18:08:21+03:00,65.70,20.80,41.10,31.70,,,,
2024-10-19 18:08:21.518000+03:00,,,,,155.70,146.70,167.70,
2024-10-19 18:08:23+03:00,63.90,20.70,40.50,27.70,,,,
2024-10-19 18:08:23.235000+03:00,,,,,153.75,146.05,168.15,
2024-10-19 18:08:24+03:00,63.90,21.00,40.40,27.80,,,,
2024-10-19 18:08:24.912000+03:00,,,,,154.20,146.40,168.25,
2024-10-19 18:08:26+03:00,63.60,20.90,40.50,27.50,,,,
2024-10-19 18:08:26.588000+03:00,,,,,153.50,146.05,167.75,
2024-10-19 18:08:28+03:00,64.00,21.20,41.00,27.80,,,,
2024-10-19 18:08:28.278000+03:00,,,,,153.20,145.45,166.90,
2024-10-19 18:08:29+03:00,64.20,21.00,41.90,33.60,,,,
2024-10-19 18:08:29.988000+03:00,,,,,155.85,147.00,168.30,
2024-10-19 18:08:31+03:00,64.30,21.00,40.90,27.70,,,,
2024-10-19 18:08:31.643000+03:00,,,,,155.55,146.70,168.15,
2024-10-19 18:08:33+03:00,63.70,21.50,41.00,27.50,,,,
2024-10-19 18:08:33.343000+03:00,,,,,154.45,146.40,167.80,
2024-10-19 18:08:34+03:00,64.10,22.50,40.90,28.10,,,,
2024-10-19 18:08:35.016000+03:00,,,,,153.85,145.75,167.35,
2024-10-19 18:08:36+03:00,64.10,21.10,40.90,27.60,,,,
2024-10-19 18:08:36.748000+03:00,,,,,153.65,145.75,167.15,
2024-10-19 18:08:38+03:00,64.50,21.00,41.00,28.40,,,,
2024-10-19 18:08:38.448000+03:00,,,,,156.10,146.70,167.55,
2024-10-19 18:08:39+03:00,63.80,20.90,40.90,27.90,,,,
2024-10-19 18:08:40.152000+03:00,,,,,155.65,147.00,168.30,
2024-10-19 18:08:41+03:00,63.90,21.00,41.00,28.00,,,,
2024-10-19 18:08:41.812000+03:00,,,,,155.35,147.00,168.50,
2024-10-19 18:08:43+03:00,63.70,20.70,40.90,27.70,,,,
2024-10-19 18:08:43.501000+03:00,,,,,154.10,146.05,167.80,
2024-10-19 18:08:45+03:00,63.70,20.40,41.30,28.10,,,,
2024-10-19 18:08:45.188000+03:00,,,,,153.65,145.45,166.85,
2024-10-19 18:08:46+03:00,64.20,21.00,41.00,27.70,,,,
2024-10-19 18:08:46.891000+03:00,,,,,153.95,145.75,167.00,
2024-10-19 18:08:48+03:00,64.30,20.30,40.90,28.00,,,,
2024-10-19 18:08:48.665000+03:00,,,,,154.20,146.05,167.45,
2024-10-19 18:08:50+03:00,64.30,20.30,40.90,28.00,,,,
2024-10-19 18:08:50.301000+03:00,,,,,153.40,145.75,167.45,
2024-10-19 18:08:51+03:00,63.40,20.30,40.90,28.00,,,,
2024-10-19 18:08:52.051000+03:00,,,,,153.85,145.75,167.30,
2024-10-19 18:08:53+03:00,63.90,20.30,40.90,28.00,,,,
2024-10-19 18:08:53.708000+03:00,,,,,153.45,146.05,167.90,
2024-10-19 18:08:55+03:00,63.00,20.00,40.90,28.00,,,,
2024-10-19 18:08:55.422000+03:00,,,,,152.05,145.10,167.10,
2024-10-19 18:08:56+03:00,63.40,20.80,40.90,28.00,,,,
2024-10-19 18:08:57.120000+03:00,,,,,153.90,145.75,167.00,
2024-10-19 18:08:58+03:00,63.90,20.20,40.90,28.00,,,,
2024-10-19 18:08:58.860000+03:00,,,,,152.40,144.80,166.40,
2024-10-19 18:09:00+03:00,63.50,20.40,40.90,28.00,,,,
2024-10-19 18:09:00.558000+03:00,,,,,153.75,145.75,167.10,
2024-10-19 18:09:02+03:00,63.70,21.10,40.40,27.50,,,,
2024-10-19 18:09:02.295000+03:00,,,,,154.10,146.05,167.45,
2024-10-19 18:09:03+03:00,63.40,21.10,39.90,27.50,,,,
2024-10-19 18:09:04.024000+03:00,,,,,154.05,145.75,167.30,
2024-10-19 18:09:05+03:00,64.10,20.80,41.00,27.50,,,,
2024-10-19 18:09:05.720000+03:00,,,,,152.90,145.45,167.20,
2024-10-19 18:09:07+03:00,63.80,20.70,39.40,28.00,,,,
2024-10-19 18:09:07.492000+03:00,,,,,154.30,145.45,166.20,
2024-10-19 18:09:08+03:00,64.10,20.80,39.70,27.90,,,,
2024-10-19 18:09:09.059000+03:00,,,,,154.35,146.05,167.35,
2024-10-19 18:09:10+03:00,63.80,21.10,39.60,27.80,,,,
2024-10-19 18:09:10.778000+03:00,,,,,153.80,145.75,167.00,
2024-10-19 18:09:12+03:00,63.80,20.80,39.50,28.00,,,,
2024-10-19 18:09:12.463000+03:00,,,,,153.70,145.45,166.85,
2024-10-19 18:09:14+03:00,63.80,20.80,39.50,28.00,,,,
2024-10-19 18:09:14.173000+03:00,,,,,154.85,146.70,168.35,
2024-10-19 18:09:15+03:00,65.70,20.70,39.40,28.00,,,,
2024-10-19 18:09:15.832000+03:00,,,,,153.25,145.10,166.60,
2024-10-19 18:09:17+03:00,65.00,21.00,40.00,28.70,,,,
2024-10-19 18:09:17.521000+03:00,,,,,152.95,145.75,167.80,
2024-10-19 18:09:19+03:00,63.80,20.90,40.00,28.70,,,,
2024-10-19 18:09:19.219000+03:00,,,,,153.10,145.10,166.60,
2024-10-19 18:09:20+03:00,64.00,21.40,40.00,28.70,,,,
2024-10-19 18:09:20.869000+03:00,,,,,154.20,146.05,167.30,
2024-10-19 18:09:22+03:00,63.30,20.90,40.00,28.70,,,,
2024-10-19 18:09:22.528000+03:00,,,,,153.30,145.75,167.70,
2024-10-19 18:09:24+03:00,64.00,20.80,39.40,28.20,,,,
2024-10-19 18:09:24.208000+03:00,,,,,152.80,145.45,166.95,
2024-10-19 18:09:25+03:00,63.90,20.50,39.30,28.40,,,,
2024-10-19 18:09:25.892000+03:00,,,,,153.65,145.45,166.75,
2024-10-19 18:09:27+03:00,64.00,20.70,39.10,28.40,,,,
2024-10-19 18:09:27.589000+03:00,,,,,153.20,145.10,166.70,
2024-10-19 18:09:29+03:00,63.60,21.50,39.90,28.20,,,,
2024-10-19 18:09:29.347000+03:00,,,,,154.50,145.75,166.85,
2024-10-19 18:09:30+03:00,64.10,21.10,39.60,28.20,,,,
2024-10-19 18:09:31.058000+03:00,,,,,153.85,145.45,166.70,
2024-10-19 18:09:32+03:00,64.30,20.90,39.60,28.20,,,,
2024-10-19 18:09:32.754000+03:00,,,,,154.40,146.05,167.50,
2024-10-19 18:09:34+03:00,64.30,20.80,39.80,28.20,,,,
2024-10-19 18:09:34.393000+03:00,,,,,153.90,145.75,167.40,
2024-10-19 18:09:35+03:00,64.10,20.70,39.90,27.90,,,,
2024-10-19 18:09:36.116000+03:00,,,,,154.65,146.40,168.00,
2024-10-19 18:09:37+03:00,63.50,21.10,39.80,28.80,,,,
2024-10-19 18:09:37.773000+03:00,,,,,154.40,145.75,166.90,
2024-10-19 18:09:39+03:00,64.10,20.40,39.60,27.70,,,,
2024-10-19 18:09:39.560000+03:00,,,,,153.40,145.75,167.25,
2024-10-19 18:09:41+03:00,64.50,22.50,39.80,28.00,,,,
2024-10-19 18:09:41.163000+03:00,,,,,153.25,145.10,166.50,
2024-10-19 18:09:42+03:00,64.50,20.50,39.60,28.00,,,,
2024-10-19 18:09:42.854000+03:00,,,,,152.80,145.75,167.60,
2024-10-19 18:09:44+03:00,63.70,20.40,39.50,28.00,,,,
2024-10-19 18:09:44.532000+03:00,,,,,152.75,145.45,167.15,
2024-10-19 18:09:46+03:00,63.60,20.60,39.20,27.80,,,,
2024-10-19 18:09:46.228000+03:00,,,,,152.55,144.80,166.35,
2024-10-19 18:09:47+03:00,64.00,21.00,39.60,28.40,,,,
2024-10-19 18:09:47.913000+03:00,,,,,152.95,144.80,166.10,
2024-10-19 18:09:49+03:00,63.90,20.60,39.20,27.90,,,,
2024-10-19 18:09:49.649000+03:00,,,,,153.55,145.10,166.45,
2024-10-19 18:09:51+03:00,66.00,20.60,39.70,27.90,,,,
2024-10-19 18:09:51.337000+03:00,,,,,153.05,145.10,166.65,
2024-10-19 18:09:52+03:00,63.80,21.20,39.50,28.30,,,,
2024-10-19 18:09:53.039000+03:00,,,,,152.70,145.10,166.95,
2024-10-19 18:09:54+03:00,63.80,20.90,39.40,28.10,,,,
2024-10-19 18:09:54.708000+03:00,,,,,154.00,145.75,167.15,
2024-10-19 18:09:56+03:00,63.90,19.90,39.80,28.00,,,,
2024-10-19 18:09:56.445000+03:00,,,,,152.50,145.10,166.50,
2024-10-19 18:09:57+03:00,63.80,20.40,39.20,28.00,,,,
2024-10-19 18:09:58.100000+03:00,,,,,153.25,145.10,166.50,
2024-10-19 18:09:59+03:00,67.40,20.60,39.50,27.80,,,,
2024-10-19 18:09:59.851000+03:00,,,,,154.10,146.05,167.80,
2024-10-19 18:10:01+03:00,64.10,21.10,39.40,28.00,,,,
2024-10-19 18:10:01.463000+03:00,,,,,152.65,144.80,166.40,
2024-10-19 18:10:03+03:00,63.30,20.70,46.90,28.20,,,,
2024-10-19 18:10:03.218000+03:00,,,,,153.25,145.75,167.60,
2024-10-19 18:10:04+03:00,63.70,20.50,46.50,28.10,,,,
2024-10-19 18:10:04.903000+03:00,,,,,153.60,145.75,167.30,
2024-10-19 18:10:06+03:00,63.60,21.10,40.20,28.10,,,,
2024-10-19 18:10:06.635000+03:00,,,,,154.05,145.75,166.80,
2024-10-19 18:10:08+03:00,63.80,20.70,40.20,27.80,,,,
2024-10-19 18:10:08.270000+03:00,,,,,153.60,146.05,167.90,
2024-10-19 18:10:09+03:00,63.70,20.60,40.30,27.90,,,,
2024-10-19 18:10:09.973000+03:00,,,,,152.80,145.10,166.65,
2024-10-19 18:10:11+03:00,63.70,20.90,45.20,27.50,,,,
2024-10-19 18:10:11.667000+03:00,,,,,153.80,145.45,166.90,
2024-10-19 18:10:13+03:00,63.50,20.80,41.40,28.10,,,,
2024-10-19 18:10:13.386000+03:00,,,,,152.15,144.50,166.10,
2024-10-19 18:10:14+03:00,63.70,20.80,41.30,27.70,,,,
2024-10-19 18:10:15.063000+03:00,,,,,151.95,144.80,166.40,
2024-10-19 18:10:16+03:00,64.10,20.50,41.30,27.90,,,,
2024-10-19 18:10:16.784000+03:00,,,,,153.15,144.80,166.10,
2024-10-19 18:10:18+03:00,64.40,20.40,42.90,30.10,,,,
2024-10-19 18:10:18.454000+03:00,,,,,152.80,145.10,166.55,
2024-10-19 18:10:19+03:00,63.80,20.30,41.50,27.90,,,,
2024-10-19 18:10:20.151000+03:00,,,,,153.75,145.75,167.50,
2024-10-19 18:10:21+03:00,63.70,20.60,41.70,28.30,,,,
2024-10-19 18:10:21.820000+03:00,,,,,153.30,145.45,166.75,
2024-10-19 18:10:23+03:00,63.10,20.20,41.80,27.90,,,,
2024-10-19 18:10:23.549000+03:00,,,,,152.65,145.45,167.30,
2024-10-19 18:10:25+03:00,63.80,20.70,42.60,28.00,,,,
2024-10-19 18:10:25.235000+03:00,,,,,153.75,145.45,166.45,
2024-10-19 18:10:26+03:00,63.90,20.00,42.00,28.10,,,,
2024-10-19 18:10:26.936000+03:00,,,,,152.80,145.45,167.45,
2024-10-19 18:10:28+03:00,63.30,20.40,42.60,27.60,,,,
2024-10-19 18:10:28.655000+03:00,,,,,152.45,145.10,166.90,
2024-10-19 18:10:30+03:00,63.70,20.60,42.00,27.70,,,,
2024-10-19 18:10:30.341000+03:00,,,,,152.70,145.10,166.55,
2024-10-19 18:10:31+03:00,63.60,20.50,42.10,27.80,,,,
2024-10-19 18:10:32.071000+03:00,,,,,152.75,145.45,167.45,
2024-10-19 18:10:33+03:00,63.90,23.80,42.30,28.20,,,,
2024-10-19 18:10:33.734000+03:00,,,,,151.55,144.15,165.80,
2024-10-19 18:10:35+03:00,63.90,19.90,42.30,28.00,,,,
2024-10-19 18:10:35.413000+03:00,,,,,152.70,145.10,166.65,
2024-10-19 18:10:36+03:00,63.70,20.30,42.80,28.10,,,,
2024-10-19 18:10:37.185000+03:00,,,,,151.80,144.50,165.90,
2024-10-19 18:10:38+03:00,64.30,20.50,42.40,28.10,,,,
2024-10-19 18:10:38.844000+03:00,,,,,152.20,145.10,166.70,
2024-10-19 18:10:40+03:00,65.40,22.00,42.60,27.80,,,,
2024-10-19 18:10:40.494000+03:00,,,,,152.40,144.80,166.35,
2024-10-19 18:10:42+03:00,64.10,20.40,42.10,27.80,,,,
2024-10-19 18:10:42.188000+03:00,,,,,153.00,144.80,165.85,
2024-10-19 18:10:43+03:00,63.70,20.40,42.40,28.00,,,,
2024-10-19 18:10:43.891000+03:00,,,,,153.25,145.75,167.30,
2024-10-19 18:10:45+03:00,65.40,20.80,42.40,27.90,,,,
2024-10-19 18:10:45.563000+03:00,,,,,153.55,145.45,166.95,
2024-10-19 18:10:47+03:00,64.60,21.00,42.20,27.40,,,,
2024-10-19 18:10:47.269000+03:00,,,,,152.60,144.80,166.00,
2024-10-19 18:10:48+03:00,64.50,20.60,41.80,27.00,,,,
2024-10-19 18:10:48.977000+03:00,,,,,152.75,144.80,165.85,
2024-10-19 18:10:50+03:00,64.40,20.50,42.50,28.40,,,,
2024-10-19 18:10:50.653000+03:00,,,,,153.80,145.45,166.50,
2024-10-19 18:10:52+03:00,64.80,21.40,42.80,27.60,,,,
2024-10-19 18:10:52.353000+03:00,,,,,152.50,144.80,166.35,
2024-10-19 18:10:53+03:00,64.40,20.50,41.80,28.20,,,,
2024-10-19 18:10:54.074000+03:00,,,,,153.20,145.45,166.95,
2024-10-19 18:10:55+03:00,64.60,20.70,41.70,27.70,,,,
2024-10-19 18:10:55.750000+03:00,,,,,152.95,144.80,166.05,
2024-10-19 18:10:57+03:00,64.10,20.60,41.70,28.20,,,,
2024-10-19 18:10:57.443000+03:00,,,,,154.10,146.05,167.45,
2024-10-19 18:10:58+03:00,64.30,20.20,41.80,34.30,,,,
2024-10-19 18:10:59.126000+03:00,,,,,153.25,145.10,166.20,
2024-10-19 18:11:00+03:00,64.10,20.70,42.20,28.20,,,,
2024-10-19 18:11:00.829000+03:00,,,,,152.20,144.80,166.45,
2024-10-19 18:11:02+03:00,64.20,20.50,41.60,27.80,,,,
2024-10-19 18:11:02.605000+03:00,,,,,152.10,144.80,166.65,
2024-10-19 18:11:04+03:00,64.40,20.40,41.40,27.90,,,,
2024-10-19 18:11:04.235000+03:00,,,,,152.90,145.10,166.45,
2024-10-19 18:11:05+03:00,64.40,20.20,41.70,27.70,,,,
2024-10-19 18:11:05.903000+03:00,,,,,152.15,144.50,166.00,
2024-10-19 18:11:07+03:00,65.00,20.50,42.30,27.90,,,,
2024-10-19 18:11:07.608000+03:00,,,,,152.65,144.80,166.20,
2024-10-19 18:11:09+03:00,67.80,20.60,42.10,27.70,,,,
2024-10-19 18:11:09.287000+03:00,,,,,153.95,145.45,166.70,
2024-10-19 18:11:10+03:00,64.80,20.50,43.30,28.40,,,,
2024-10-19 18:11:10.994000+03:00,,,,,153.55,144.80,165.40,
2024-10-19 18:11:12+03:00,64.60,20.60,42.10,28.20,,,,
2024-10-19 18:11:12.676000+03:00,,,,,151.35,144.15,166.00,
2024-10-19 18:11:14+03:00,64.90,20.30,42.40,28.40,,,,
2024-10-19 18:11:14.384000+03:00,,,,,152.70,144.80,166.15,
2024-10-19 18:11:15+03:00,64.10,20.40,42.30,30.70,,,,
2024-10-19 18:11:16.071000+03:00,,,,,153.45,145.10,166.35,
2024-10-19 18:11:17+03:00,64.30,20.50,42.40,27.80,,,,
2024-10-19 18:11:17.734000+03:00,,,,,152.95,145.10,166.70,
2024-10-19 18:11:19+03:00,64.30,20.60,42.70,29.30,,,,
2024-10-19 18:11:19.536000+03:00,,,,,152.30,144.80,166.40,
2024-10-19 18:11:21+03:00,64.60,20.50,42.40,28.40,,,,
2024-10-19 18:11:21.173000+03:00,,,,,153.75,145.10,165.90,
2024-10-19 18:11:22+03:00,64.70,20.30,42.70,28.20,,,,
2024-10-19 18:11:22.913000+03:00,,,,,153.75,145.45,166.45,
2024-10-19 18:11:24+03:00,64.80,20.50,42.50,27.90,,,,
2024-10-19 18:11:24.580000+03:00,,,,,153.50,145.45,166.70,
2024-10-19 18:11:26+03:00,64.80,20.70,42.90,28.20,,,,
2024-10-19 18:11:26.280000+03:00,,,,,153.60,145.10,166.25,
2024-10-19 18:11:27+03:00,65.10,21.10,43.10,28.00,,,,
2024-10-19 18:11:27.944000+03:00,,,,,152.65,144.80,166.30,
2024-10-19 18:11:29+03:00,64.30,20.10,42.50,28.40,,,,
2024-10-19 18:11:29.765000+03:00,,,,,152.85,144.80,165.80,
2024-10-19 18:11:31+03:00,64.50,22.50,42.60,27.70,,,,
2024-10-19 18:11:31.338000+03:00,,,,,153.05,144.80,166.05,
2024-10-19 18:11:32+03:00,64.90,20.80,43.00,28.10,,,,
2024-10-19 18:11:33.028000+03:00,,,,,152.95,144.80,166.20,
2024-10-19 18:11:34+03:00,64.60,20.80,42.50,28.00,,,,
2024-10-19 18:11:34.753000+03:00,,,,,152.25,144.80,166.35,
2024-10-19 18:11:36+03:00,65.50,20.50,42.50,29.10,,,,
2024-10-19 18:11:36.450000+03:00,,,,,152.15,144.50,165.65,
2024-10-19 18:11:38+03:00,65.50,24.90,43.10,27.70,,,,
2024-10-19 18:11:38.148000+03:00,,,,,153.00,144.80,165.90,
2024-10-19 18:11:39+03:00,65.00,21.10,44.00,28.20,,,,
2024-10-19 18:11:39.955000+03:00,,,,,151.90,144.50,165.80,
2024-10-19 18:11:41+03:00,65.10,20.80,42.50,27.70,,,,
2024-10-19 18:11:41.493000+03:00,,,,,152.05,144.50,166.10,
2024-10-19 18:11:43+03:00,65.00,20.70,42.70,27.40,,,,
2024-10-19 18:11:43.173000+03:00,,,,,153.60,145.45,166.90,
2024-10-19 18:11:44+03:00,65.00,20.90,42.30,27.90,,,,
2024-10-19 18:11:44.898000+03:00,,,,,153.35,145.10,166.15,
2024-10-19 18:11:46+03:00,65.40,20.90,42.30,27.60,,,,
2024-10-19 18:11:46.578000+03:00,,,,,153.05,144.80,166.10,
2024-10-19 18:11:48+03:00,66.00,21.00,42.40,28.10,,,,
2024-10-19 18:11:48.258000+03:00,,,,,152.70,144.80,166.00,
2024-10-19 18:11:49+03:00,64.60,21.10,42.20,27.70,,,,
2024-10-19 18:11:50.194000+03:00,,,,,154.75,145.75,166.70,
2024-10-19 18:11:51+03:00,64.60,20.80,41.90,27.90,,,,
2024-10-19 18:11:51.680000+03:00,,,,,152.35,144.50,166.00,
2024-10-19 18:11:53+03:00,64.90,20.90,42.00,27.80,,,,
2024-10-19 18:11:53.383000+03:00,,,,,152.90,144.50,165.35,
2024-10-19 18:11:54+03:00,64.60,20.80,41.90,27.70,,,,
2024-10-19 18:11:55.068000+03:00,,,,,153.35,145.10,166.20,
2024-10-19 18:11:56+03:00,64.90,20.70,42.20,28.00,,,,
2024-10-19 18:11:58+03:00,64.70,20.90,41.70,28.10,,,,
2024-10-19 18:11:58.475000+03:00,,,,,151.75,144.50,166.20,
2024-10-19 18:12:00+03:00,64.50,21.00,42.00,27.70,,,,
2024-10-19 18:12:00.173000+03:00,,,,,151.95,144.50,165.65,
2024-10-19 18:12:01+03:00,64.50,21.10,42.40,28.00,,,,
2024-10-19 18:12:01.880000+03:00,,,,,150.70,143.85,165.50,
2024-10-19 18:12:03+03:00,64.40,21.30,41.80,28.00,,,,
2024-10-19 18:12:03.547000+03:00,,,,,151.70,144.15,165.40,
2024-10-19 18:12:05+03:00,64.70,20.90,42.40,28.10,,,,
2024-10-19 18:12:05.284000+03:00,,,,,151.95,144.50,165.65,
2024-10-19 18:12:06+03:00,64.80,21.30,42.30,27.60,,,,
2024-10-19 18:12:06.939000+03:00,,,,,150.25,143.55,165.00,
2024-10-19 18:12:08+03:00,64.40,21.60,42.50,27.80,,,,
2024-10-19 18:12:08.643000+03:00,,,,,153.35,144.80,165.80,
2024-10-19 18:12:10+03:00,64.30,21.10,42.20,28.60,,,,
2024-10-19 18:12:10.521000+03:00,,,,,152.65,144.50,165.30,
2024-10-19 18:12:11+03:00,64.40,21.20,42.30,28.10,,,,
2024-10-19 18:12:12.041000+03:00,,,,,151.00,143.85,165.25,
2024-10-19 18:12:13+03:00,64.30,21.20,41.90,27.60,,,,
2024-10-19 18:12:13.759000+03:00,,,,,151.70,144.50,166.35,
2024-10-19 18:12:15+03:00,65.50,21.20,41.90,27.90,,,,
2024-10-19 18:12:15.406000+03:00,,,,,152.45,144.50,165.70,
2024-10-19 18:12:16+03:00,64.80,21.70,43.40,28.40,,,,
2024-10-19 18:12:17.115000+03:00,,,,,152.20,144.50,165.75,
2024-10-19 18:12:18+03:00,64.40,21.00,42.10,27.90,,,,
2024-10-19 18:12:18.803000+03:00,,,,,151.65,144.50,166.25,
2024-10-19 18:12:20+03:00,64.10,21.00,42.40,28.40,,,,
2024-10-19 18:12:20.535000+03:00,,,,,152.90,144.80,165.75,
2024-10-19 18:12:22+03:00,64.40,24.20,42.70,28.00,,,,
2024-10-19 18:12:22.155000+03:00,,,,,154.05,145.45,166.55,
2024-10-19 18:12:23+03:00,64.20,20.90,42.20,28.20,,,,
2024-10-19 18:12:23.857000+03:00,,,,,151.75,144.15,165.25,
2024-10-19 18:12:25+03:00,64.10,21.10,42.30,28.20,,,,
2024-10-19 18:12:25.563000+03:00,,,,,152.75,144.50,165.50,
2024-10-19 18:12:27+03:00,64.00,21.10,42.20,27.80,,,,
2024-10-19 18:12:27.286000+03:00,,,,,152.35,144.80,166.10,
2024-10-19 18:12:28+03:00,64.20,21.20,42.80,28.00,,,,
2024-10-19 18:12:28.959000+03:00,,,,,151.50,144.15,165.65,
2024-10-19 18:12:30+03:00,64.00,21.40,42.70,28.00,,,,
2024-10-19 18:12:30.653000+03:00,,,,,151.95,144.15,165.25,
2024-10-19 18:12:32+03:00,64.50,21.50,42.50,28.10,,,,
2024-10-19 18:12:32.353000+03:00,,,,,151.45,143.85,165.30,
2024-10-19 18:12:33+03:00,64.70,20.80,41.90,29.00,,,,
2024-10-19 18:12:34.033000+03:00,,,,,153.40,145.10,166.15,
2024-10-19 18:12:35+03:00,64.10,21.20,42.30,28.00,,,,
2024-10-19 18:12:35.897000+03:00,,,,,152.65,144.80,166.25,
2024-10-19 18:12:37+03:00,64.60,21.00,42.60,28.40,,,,
2024-10-19 18:12:37.605000+03:00,,,,,151.30,144.15,165.90,
2024-10-19 18:12:39+03:00,64.80,22.10,42.50,28.50,,,,
2024-10-19 18:12:39.287000+03:00,,,,,152.60,144.80,166.10,
2024-10-19 18:12:40+03:00,65.00,21.00,42.30,28.10,,,,
2024-10-19 18:12:41.003000+03:00,,,,,152.25,144.80,166.30,
2024-10-19 18:12:42+03:00,64.50,21.10,42.70,28.40,,,,
2024-10-19 18:12:42.766000+03:00,,,,,151.95,144.15,165.50,
2024-10-19 18:12:44+03:00,65.30,20.80,42.20,27.70,,,,
2024-10-19 18:12:44.408000+03:00,,,,,152.50,144.50,165.80,
2024-10-19 18:12:45+03:00,64.80,21.20,42.40,28.10,,,,
2024-10-19 18:12:46.098000+03:00,,,,,153.30,145.10,166.60,
2024-10-19 18:12:47+03:00,64.30,20.70,41.70,28.30,,,,
2024-10-19 18:12:47.803000+03:00,,,,,151.95,144.50,166.05,
2024-10-19 18:12:49+03:00,65.00,20.90,41.50,28.00,,,,
2024-10-19 18:12:49.513000+03:00,,,,,152.45,144.80,166.10,
2024-10-19 18:12:51+03:00,64.50,20.90,41.80,28.30,,,,
2024-10-19 18:12:52+03:00,64.00,21.00,42.10,28.00,,,,
2024-10-19 18:12:52.923000+03:00,,,,,152.05,144.50,165.70,
2024-10-19 18:12:54+03:00,64.00,20.90,42.00,28.10,,,,
2024-10-19 18:12:54.652000+03:00,,,,,152.75,145.10,166.60,
2024-10-19 18:12:56+03:00,63.90,21.10,41.70,28.00,,,,
2024-10-19 18:12:56.373000+03:00,,,,,152.40,144.50,165.70,
2024-10-19 18:12:57+03:00,65.90,20.20,42.00,28.10,,,,
2024-10-19 18:12:58.068000+03:00,,,,,152.65,144.80,166.40,
2024-10-19 18:12:59+03:00,64.50,20.30,41.90,28.40,,,,
2024-10-19 18:12:59.804000+03:00,,,,,153.60,145.75,167.10,
2024-10-19 18:13:01+03:00,64.20,21.20,42.30,28.10,,,,
2024-10-19 18:13:01.458000+03:00,,,,,152.55,145.10,166.50,
2024-10-19 18:13:03+03:00,64.10,21.00,42.20,28.10,,,,
2024-10-19 18:13:03.154000+03:00,,,,,153.05,144.80,166.15,
2024-10-19 18:13:04+03:00,64.40,20.90,42.10,28.50,,,,
2024-10-19 18:13:04.839000+03:00,,,,,151.90,144.80,166.30,
2024-10-19 18:13:06+03:00,64.50,20.70,41.30,28.40,,,,
2024-10-19 18:13:06.568000+03:00,,,,,153.60,145.45,166.70,
2024-10-19 18:13:08+03:00,64.20,21.30,42.10,27.90,,,,
2024-10-19 18:13:08.278000+03:00,,,,,150.95,143.55,164.85,
2024-10-19 18:13:09+03:00,63.70,20.70,42.10,28.10,,,,
2024-10-19 18:13:09.993000+03:00,,,,,153.00,145.10,166.35,
2024-10-19 18:13:11+03:00,63.90,20.40,42.20,28.70,,,,
2024-10-19 18:13:11.653000+03:00,,,,,152.35,144.50,165.85,
2024-10-19 18:13:13+03:00,64.10,20.70,42.00,28.80,,,,
2024-10-19 18:13:13.338000+03:00,,,,,152.55,145.10,166.85,
2024-10-19 18:13:14+03:00,63.80,20.40,42.20,28.00,,,,
2024-10-19 18:13:15.013000+03:00,,,,,151.90,144.50,166.10,
2024-10-19 18:13:16+03:00,64.10,20.50,41.80,28.10,,,,
2024-10-19 18:13:16.713000+03:00,,,,,151.70,144.15,165.55,
2024-10-19 18:13:18+03:00,63.70,20.60,42.30,28.30,,,,
2024-10-19 18:13:18.403000+03:00,,,,,152.80,144.50,165.65,
2024-10-19 18:13:19+03:00,64.00,20.90,41.60,28.50,,,,
2024-10-19 18:13:20.100000+03:00,,,,,153.00,144.50,165.50,
2024-10-19 18:13:21+03:00,64.10,20.70,41.70,28.00,,,,
2024-10-19 18:13:21.797000+03:00,,,,,153.35,145.45,166.95,
2024-10-19 18:13:23+03:00,63.90,20.70,41.30,28.40,,,,
2024-10-19 18:13:23.461000+03:00,,,,,153.20,145.10,166.15,
